0,0,0,0,0,0,REQ_FOOD_TYPE
0,0,0,0,0,1,CONF_FOOD_TYPE
0,0,0,0,1,0,CONF_PRICE
0,0,0,0,1,1,REQ_FOOD_TYPE
0,0,0,1,0,0,CONF_PRICE
0,0,0,1,0,1,REQ_LOCATION
0,0,0,1,1,0,REQ_LOCATION
0,0,0,1,1,1,REQ_PRICE
0,0,1,0,0,0,REQ_PRICE
0,0,1,0,0,1,REQ_PRICE
0,0,1,0,1,0,REQ_FOOD_TYPE
0,0,1,0,1,1,REQ_PRICE
0,0,1,1,0,0,CONF_PRICE
0,0,1,1,0,1,REQ_FOOD_TYPE
0,0,1,1,1,0,REQ_LOCATION
0,0,1,1,1,1,REQ_FOOD_TYPE
0,1,0,0,0,0,REQ_FOOD_TYPE
0,1,0,0,0,1,CONF_PRICE
0,1,0,0,1,0,REQ_FOOD_TYPE
0,1,0,0,1,1,REQ_FOOD_TYPE
0,1,0,1,0,0,CONF_FOOD_TYPE
0,1,0,1,0,1,REQ_FOOD_TYPE
0,1,0,1,1,0,CONF_PRICE
0,1,0,1,1,1,REQ_LOCATION
0,1,1,0,0,0,CONF_PRICE
0,1,1,0,0,1,CONF_PRICE
0,1,1,0,1,0,REQ_FOOD_TYPE
0,1,1,0,1,1,REQ_FOOD_TYPE
0,1,1,1,0,0,CONF_LOCATION
0,1,1,1,0,1,REQ_FOOD_TYPE
0,1,1,1,1,0,REQ_LOCATION
0,1,1,1,1,1,CONF_LOCATION
1,0,0,0,0,0,REQ_PRICE
1,0,0,0,0,1,CONF_PRICE
1,0,0,0,1,0,REQ_LOCATION
1,0,0,0,1,1,REQ_LOCATION
1,0,0,1,0,0,CONF_FOOD_TYPE
1,0,0,1,0,1,CONF_FOOD_TYPE
1,0,0,1,1,0,REQ_LOCATION
1,0,0,1,1,1,REQ_LOCATION
1,0,1,0,0,0,CONF_LOCATION
1,0,1,0,0,1,REQ_PRICE
1,0,1,0,1,0,REQ_PRICE
1,0,1,0,1,1,REQ_PRICE
1,0,1,1,0,0,REQ_PRICE
1,0,1,1,0,1,CONF_PRICE
1,0,1,1,1,0,CONF_PRICE
1,0,1,1,1,1,CONF_PRICE
1,1,0,0,0,0,CONF_PRICE
1,1,0,0,0,1,CONF_PRICE
1,1,0,0,1,0,REQ_LOCATION
1,1,0,0,1,1,CONF_LOCATION
1,1,0,1,0,0,CONF_LOCATION
1,1,0,1,0,1,CONF_LOCATION
1,1,0,1,1,0,CONF_FOOD_TYPE
1,1,0,1,1,1,REQ_LOCATION
1,1,1,0,0,0,CONF_FOOD_TYPE
1,1,1,0,0,1,CONF_LOCATION
1,1,1,0,1,0,CONF_LOCATION
1,1,1,0,1,1,CONF_FOOD_TYPE
1,1,1,1,0,0,CONF_LOCATION
1,1,1,1,0,1,CONF_PRICE
1,1,1,1,1,0,CONF_LOCATION
1,1,1,1,1,1,REQ_LOCATION
